LECROYWS3024,16952,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,13-Mar-2020 17:32:40,0                 
Time,Ampl
-0.0021004421,-0.166667
-0.0020999421,-0.166667
-0.0020994421,-0.166667
-0.0020989421,-0.166667
-0.0020984421,-0.166667
-0.0020979421,-0.166667
-0.0020974421,-0.166667
-0.0020969421,-0.166667
-0.0020964421,-0.166667
-0.0020959421,-0.166667
-0.0020954421,-0.166667
-0.0020949421,-0.166667
-0.0020944421,-0.166667
-0.0020939421,-0.166667
-0.0020934421,-0.166667
-0.0020929421,-0.166667
-0.0020924421,-0.166667
-0.0020919421,-0.166667
-0.0020914421,-0.166667
-0.0020909421,-0.166667
-0.0020904421,-0.166667
-0.0020899421,-0.166667
-0.0020894421,-0.166667
-0.0020889421,-0.166667
-0.0020884421,-0.166667
-0.0020879421,-0.166667
-0.0020874421,-0.166667
-0.0020869421,-0.166667
-0.0020864421,-0.166667
-0.0020859421,-0.166667
-0.0020854421,-0.166667
-0.0020849421,-0.166667
-0.0020844421,-0.166667
-0.0020839421,0.166667
-0.0020834421,-0.166667
-0.0020829421,-0.166667
-0.0020824421,-0.166667
-0.0020819421,-0.166667
-0.0020814421,-0.166667
-0.0020809421,-0.166667
-0.0020804421,-0.166667
-0.0020799421,-0.166667
-0.0020794421,-0.166667
-0.0020789421,-0.166667
-0.0020784421,-0.166667
-0.0020779421,-0.166667
-0.0020774421,-0.166667
-0.0020769421,-0.166667
-0.0020764421,-0.166667
-0.0020759421,-0.166667
-0.0020754421,-0.166667
-0.0020749421,-0.166667
-0.0020744421,-0.166667
-0.0020739421,-0.166667
-0.0020734421,-0.166667
-0.0020729421,-0.166667
-0.0020724421,-0.166667
-0.0020719421,-0.166667
-0.0020714421,-0.166667
-0.0020709421,-0.166667
-0.0020704421,-0.166667
-0.0020699421,-0.166667
-0.0020694421,-0.166667
-0.0020689421,-0.166667
-0.0020684421,-0.166667
-0.0020679421,-0.166667
-0.0020674421,-0.166667
-0.0020669421,-0.166667
-0.0020664421,-0.166667
-0.0020659421,-0.166667
-0.0020654421,-0.166667
-0.0020649421,-0.166667
-0.0020644421,-0.166667
-0.0020639421,-0.166667
-0.0020634421,-0.166667
-0.0020629421,-0.166667
-0.0020624421,-0.166667
-0.0020619421,-0.166667
-0.0020614421,-0.166667
-0.0020609421,-0.166667
-0.0020604421,-0.166667
-0.0020599421,-0.166667
-0.0020594421,-0.166667
-0.0020589421,-0.166667
-0.0020584421,-0.166667
-0.0020579421,-0.166667
-0.0020574421,-0.166667
-0.0020569421,-0.166667
-0.0020564421,-0.166667
-0.0020559421,-0.166667
-0.0020554421,-0.166667
-0.0020549421,-0.166667
-0.0020544421,-0.166667
-0.0020539421,-0.166667
-0.0020534421,-0.166667
-0.0020529421,-0.166667
-0.0020524421,-0.166667
-0.0020519421,-0.166667
-0.0020514421,-0.166667
-0.0020509421,-0.166667
-0.0020504421,-0.166667
-0.0020499421,-0.166667
-0.0020494421,-0.166667
-0.0020489421,-0.166667
-0.0020484421,-0.166667
-0.0020479421,-0.166667
-0.0020474421,-0.166667
-0.0020469421,-0.166667
-0.0020464421,-0.166667
-0.0020459421,-0.166667
-0.0020454421,-0.166667
-0.0020449421,-0.166667
-0.0020444421,-0.166667
-0.0020439421,-0.166667
-0.0020434421,-0.166667
-0.0020429421,-0.166667
-0.0020424421,-0.166667
-0.0020419421,-0.166667
-0.0020414421,-0.166667
-0.0020409421,-0.166667
-0.0020404421,-0.166667
-0.0020399421,-0.166667
-0.0020394421,-0.166667
-0.0020389421,-0.166667
-0.0020384421,-0.166667
-0.0020379421,-0.166667
-0.0020374421,-0.166667
-0.0020369421,-0.166667
-0.0020364421,-0.166667
-0.0020359421,-0.166667
-0.0020354421,-0.166667
-0.0020349421,-0.166667
